thisN,thisTrialN,thisRepN,ID,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,response.keys,response.corr,TargetStimulus,BlockLoop_Run1.thisRepN,BlockLoop_Run1.thisTrialN,BlockLoop_Run1.thisN,BlockLoop_Run1.thisIndex,TrialLoop_Run1.thisRepN,TrialLoop_Run1.thisTrialN,TrialLoop_Run1.thisN,TrialLoop_Run1.thisIndex,thisRow.t,notes,TitlePage.started,Continue.started,NbackTitle.started,TitlePage.stopped,Continue.keys,Continue.rt,Continue.duration,Instructions.started,Continue_2.started,Instruction.started,Instructions.stopped,Continue_2.keys,Continue_2.rt,Continue_2.duration,Instructions_2.started,Continue_3.started,Instruction_2.started,Target.started,TargetImage.started,Instructions_2.stopped,Continue_3.keys,Continue_3.rt,Continue_3.duration,Instructions_3.started,Continue_4.started,Instruction_3.started,Green_Border.started,Image_2Back.started,Image_1Back.started,Image_ToMatch.started,LEFTSIDESCREEN_CAPTION.started,RIGHTSIDESCREEN_CAPTION.started,Instructions_3.stopped,Continue_4.keys,Continue_4.rt,Continue_4.duration,Instructions_4.started,Continue_5.started,Instruction_4.started,Instructions_4.stopped,Continue_5.keys,Continue_5.rt,Continue_5.duration,Instructions_5.started,Continue_6.started,Instruction_5.started,Instructions_5.stopped,Continue_6.keys,Continue_6.rt,Continue_6.duration,Waiting4Scanner.started,Continue_7.started,Scanner_Instruction.started,Waiting4Scanner.stopped,Continue_7.keys,Continue_7.rt,Continue_7.duration,CueFix_Run1.started,Cue_Fix.started,CueFix_Run1.stopped,Cue2Back.started,Cue_2Back.started,Cue2Back.stopped,Cue0Back.started,Cue0Back.stopped,Stim.started,StimulusImage.started,LeftScreenResponse.started,RightScreenResponse.started,response.started,Stim.stopped,TrialLoop_Run1.response.keys,TrialLoop_Run1.response.corr,correctKey,pressedKey,accuracy,RT,date,time,version,run,block,id,stimulus,stimType,Fix.started,End_Fix.started,Fix.stopped,StimulusImage.stopped,LeftScreenResponse.stopped,RightScreenResponse.stopped,response.stopped,End_Fix.stopped,EndBlock_Run1.started,EndBlock_Run1.stopped,Cue_Target.started,Cue_TargetImage.started,Cue_Fix.stopped,Fix15Sec.started,Fix_15_Sec.started,Fix_15_Sec.stopped,Fix15Sec.stopped,Fix5Sec.started,Fix_5_Sec.started,Fix_5_Sec.stopped,Fix5Sec.stopped,Instructions_6.started,Continue_8.started,Instruction_6.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,Please select version:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.015403499826788902,0.029192416928708553,0.029192416928708553,1.1722007915377617,space,0.970921041443944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1734227081760764,1.186550791375339,1.186550791375339,1.6862327074632049,space,0.49475220777094364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69003383256495,1.7110800417140126,1.7110800417140126,1.7110800417140126,1.7110800417140126,2.2069860827177763,space,0.4865086246281862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.209738999605179,2.232977082952857,2.232977082952857,2.232977082952857,2.232977082952857,2.232977082952857,2.232977082952857,2.232977082952857,2.232977082952857,2.5106431245803833,space,0.26827087346464396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.512202541343868,2.523348624818027,2.523348624818027,2.7957417918369174,space,0.2705657910555601,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.797605624422431,2.811556125059724,2.811556125059724,3.1028012493625283,space,0.2851334996521473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.104645749554038,3.1195159163326025,3.1195159163326025,5.969515957869589,t,2.846922291442752,None,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
0,0,0,1,1,VM Stimuli/23M_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,0,0,0,6.509947791695595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.971275666728616,5.987453791312873,6.478892541490495,6.497601207345724,6.509947791695595,8.962369707413018,9.0282325418666,9.028298707678914,9.033310417085886,9.047368874773383,9.047368874773383,9.047368874773383,9.047368874773383,11.038916874676943,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:44,1,1,0,1,VM Stimuli/23M_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
0,0,0,1,1,VM Stimuli/23M_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,11.039708124473691,11.050118832848966,11.532785416580737,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
1,1,0,2,1,VM Stimuli/12F_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,1,1,1,11.593102499842644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.533914375118911,,11.533962999470532,11.576770666986704,11.576813916675746,11.581067499704659,11.593102499842644,11.593102499842644,11.593102499842644,11.593102499842644,13.576540707610548,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:46,1,1,0,2,VM Stimuli/12F_HO.bmp,PosFace,,,,13.58749658241868,13.58749658241868,13.58749658241868,13.58749658241868,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
1,1,0,2,1,VM Stimuli/12F_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,13.577138957567513,13.58749658241868,14.078496917150915,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
2,2,0,3,1,VM Stimuli/AF02_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,2,2,2,14.131200166419148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.079458457417786,,14.079505916684866,14.113963374868035,14.114008916541934,14.11867933254689,14.131200166419148,14.131200166419148,14.131200166419148,14.131200166419148,16.124832041561604,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:49,1,1,0,3,VM Stimuli/AF02_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
2,2,0,3,1,VM Stimuli/AF02_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,16.12554383277893,16.151627957820892,16.619075457565486,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
3,3,0,4,1,VM Stimuli/12F_HO.bmp,target,Target,PosFace,2-Back,None,0,,0,0,0,0,0,3,3,3,16.6475499169901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62044470757246,,16.62052479200065,16.635320791974664,16.635356541723013,16.63686304166913,16.6475499169901,16.6475499169901,16.6475499169901,16.6475499169901,18.63587599992752,None,0,1,NA,NA,NA,2026-01-20_12h28.15.749,12:28:51,1,1,0,4,VM Stimuli/12F_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
3,3,0,4,1,VM Stimuli/12F_HO.bmp,target,Target,PosFace,2-Back,None,0,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,18.636634707450867,18.646658374927938,19.132826624438167,,,,,19.18092279136181,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
4,4,0,5,1,VM Stimuli/WM011_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,4,4,4,19.18092279136181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.133791250176728,,19.13383641652763,19.16341754142195,19.163474457338452,19.168045583181083,19.18092279136181,19.18092279136181,19.18092279136181,19.18092279136181,21.172523874789476,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:54,1,1,0,5,VM Stimuli/WM011_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
4,4,0,5,1,VM Stimuli/WM011_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,21.17311295773834,21.18272704165429,21.672166416421533,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
5,5,0,6,1,VM Stimuli/HM04_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,5,5,5,21.7155696246773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.673036416992545,,21.673083749599755,21.698483124375343,21.69854149967432,21.703046875074506,21.7155696246773,21.7155696246773,21.7155696246773,21.7155696246773,23.718376457691193,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:56,1,1,0,6,VM Stimuli/HM04_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
5,5,0,6,1,VM Stimuli/HM04_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,23.719008124433458,23.72990245744586,24.19992629159242,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
6,6,0,7,1,VM Stimuli/AF02_HO.bmp,lure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,6,6,6,24.247940874658525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.201063791289926,,24.20112366694957,24.22978562489152,24.229837832972407,24.234182625077665,24.247940874658525,24.247940874658525,24.247940874658525,24.247940874658525,26.232490291818976,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:28:59,1,1,0,7,VM Stimuli/AF02_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
6,6,0,7,1,VM Stimuli/AF02_HO.bmp,lure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,26.233073958195746,26.242500707507133,26.72609983291477,,,,,26.776453082449734,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
7,7,0,8,1,VM Stimuli/BF037_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,7,7,7,26.776453082449734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.727081957273185,,26.727129416540265,26.760455207899213,26.760500916279852,26.7643622495234,26.776453082449734,26.776453082449734,26.776453082449734,26.776453082449734,28.762264042161405,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:29:01,1,1,0,8,VM Stimuli/BF037_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
7,7,0,8,1,VM Stimuli/BF037_HO.bmp,nonlure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,28.762923374772072,28.77261162456125,29.262145582586527,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
8,8,0,9,1,VM Stimuli/WM011_HO.bmp,lure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,8,8,8,29.308638249523938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.26316108275205,,29.263209791854024,29.291503249667585,29.291554457508028,29.29584424942732,29.308638249523938,29.308638249523938,29.308638249523938,29.308638249523938,31.293433582410216,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:29:04,1,1,0,9,VM Stimuli/WM011_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
8,8,0,9,1,VM Stimuli/WM011_HO.bmp,lure,nontarget,PosFace,2-Back,None,0,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,31.294059707783163,31.30499962437898,31.78846070729196,,,,,31.832347666844726,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
9,9,0,10,1,VM Stimuli/BF037_HO.bmp,target,Target,PosFace,2-Back,None,0,,0,0,0,0,0,9,9,9,31.832347666844726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.78942354209721,,31.789468166418374,31.81670624949038,31.81675691716373,31.81933358311653,31.832347666844726,31.832347666844726,31.832347666844726,31.832347666844726,33.824098624289036,None,0,1,NA,NA,NA,2026-01-20_12h28.15.749,12:29:06,1,1,0,10,VM Stimuli/BF037_HO.bmp,PosFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
9,9,0,10,1,VM Stimuli/BF037_HO.bmp,target,Target,PosFace,2-Back,None,0,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,33.82479791715741,33.834994916804135,34.322035166434944,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
0,0,0,1,1,VM Stimuli/LF206_NC.bmp,nonlure,nontarget,NeutFace,0-Back,None,0,VM Stimuli/AF218_NC.bmp,1,0,1,0,0,0,0,0,34.876611332409084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.344750166870654,34.355709332972765,34.8450015000999,34.8544654995203,,34.854509375058115,34.86431745812297,37.343122417107224,37.34936854150146,37.36500245798379,37.36500245798379,37.36500245798379,37.36500245798379,39.35243954136968,None,0,2,NA,NA,NA,2026-01-20_12h28.15.749,12:29:12,1,1,1,1,VM Stimuli/LF206_NC.bmp,NeutFace,,,,39.363387666642666,39.363387666642666,39.363387666642666,39.363387666642666,,34.32712479215115,34.32721299957484,34.876611332409084,34.876611332409084,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
0,0,0,1,1,VM Stimuli/LF206_NC.bmp,nonlure,nontarget,NeutFace,0-Back,None,0,VM Stimuli/AF218_NC.bmp,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,39.35313095804304,39.363387666642666,39.85563945770264,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
1,1,0,2,1,VM Stimuli/AF218_NC.bmp,target,Target,NeutFace,0-Back,None,0,VM Stimuli/AF218_NC.bmp,1,0,1,0,0,1,1,1,39.878004250116646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.856618124991655,,39.856664332561195,39.85974137485027,39.85980074945837,39.86309295799583,39.878004250116646,39.878004250116646,39.878004250116646,39.878004250116646,41.85995087493211,None,0,1,NA,NA,NA,2026-01-20_12h28.15.749,12:29:14,1,1,1,2,VM Stimuli/AF218_NC.bmp,NeutFace,,,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
1,1,0,2,1,VM Stimuli/AF218_NC.bmp,target,Target,NeutFace,0-Back,None,0,VM Stimuli/AF218_NC.bmp,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h28.15.749,,,,,,,,41.86054079141468,41.87115062493831,42.3595384163782,,,,,42.38296620734036,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h28.15.749,EmoNback_Behavioral,,2025.1.1,90.6335517944242,2026-01-20 12h28.33.007337 -0600,
